,UTC Datetime,Local Datetime,countlineId,countlineName,Sensor Number,direction,Pedestrian
194,06/18/2021,06/18/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1304
195,06/18/2021,06/18/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1652
196,06/18/2021,06/18/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2743
197,06/18/2021,06/18/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2144
198,06/19/2021,06/19/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,369
199,06/19/2021,06/19/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,121
200,06/19/2021,06/19/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1472
201,06/19/2021,06/19/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,2030
202,06/19/2021,06/19/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,3498
203,06/19/2021,06/19/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2557
204,06/20/2021,06/20/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,143
205,06/20/2021,06/20/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,52
206,06/20/2021,06/20/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1037
207,06/20/2021,06/20/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1560
208,06/20/2021,06/20/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,1787
209,06/20/2021,06/20/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1130
210,06/21/2021,06/21/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,138
211,06/21/2021,06/21/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,47
212,06/21/2021,06/21/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1011
213,06/21/2021,06/21/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1385
214,06/21/2021,06/21/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2309
215,06/21/2021,06/21/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1761
216,06/22/2021,06/22/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,178
217,06/22/2021,06/22/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,67
218,06/22/2021,06/22/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1580
219,06/22/2021,06/22/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1666
220,06/22/2021,06/22/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2509
221,06/22/2021,06/22/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1863
222,06/23/2021,06/23/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,183
223,06/23/2021,06/23/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,62
224,06/23/2021,06/23/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1449
225,06/23/2021,06/23/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1417
226,06/23/2021,06/23/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2028
227,06/23/2021,06/23/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1624
228,06/24/2021,06/24/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,249
229,06/24/2021,06/24/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,74
230,06/24/2021,06/24/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1597
231,06/24/2021,06/24/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1585
232,06/24/2021,06/24/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2529
233,06/24/2021,06/24/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1913
